AIRLINE,AIRLINE_P,DEST_AIRPORT,DEST_AIRPORT_P,Delays,YEAR,MONTH,Flight_Status
UA,11,SLC,107,46.0,2017,1,Delayed
UA,11,MCI,67,39.0,2017,1,Delayed
UA,11,SFO,102,84.0,2017,1,Delayed
UA,11,MIA,71,31.0,2017,1,Normal
UA,11,SNA,109,56.0,2017,1,Delayed
UA,11,TPA,112,58.0,2017,1,Delayed
UA,11,LAS,57,36.0,2017,1,Normal
UA,11,LAX,58,210.0,2017,1,Delayed
UA,11,SEA,101,228.0,2017,1,Delayed
UA,11,PHX,88,19.0,2017,1,Normal
UA,11,SFO,102,127.0,2017,1,Delayed
UA,11,LAX,58,33.0,2017,1,Normal
UA,11,LAS,57,43.0,2017,1,Delayed
UA,11,SFO,102,99.0,2017,1,Delayed
UA,11,PDX,86,88.0,2017,1,Delayed
UA,11,PHX,88,96.0,2017,1,Delayed
UA,11,SFO,102,22.0,2017,1,Normal
UA,11,SEA,101,30.0,2017,1,Normal
UA,11,BOS,12,323.0,2017,1,Delayed
F9,6,DEN,30,64.0,2017,1,Delayed
F9,6,LAS,57,123.0,2017,1,Delayed
OO,10,MSP,75,40.0,2017,1,Delayed
OO,10,SLC,107,25.0,2017,1,Normal
OO,10,TUS,114,82.0,2017,1,Delayed
OO,10,COS,24,86.0,2017,1,Delayed
OO,10,ASE,5,120.0,2017,1,Delayed
OO,10,TUS,114,49.0,2017,1,Normal
OO,10,PSP,91,23.0,2017,1,Normal
EV,5,MAF,66,44.0,2017,1,Normal
EV,5,PNS,90,63.0,2017,1,Delayed
EV,5,ECP,35,162.0,2017,1,Delayed
UA,11,PHX,88,274.0,2017,1,Delayed
UA,11,MSY,76,109.0,2017,1,Delayed
UA,11,SFO,102,37.0,2017,1,Normal
EV,5,ICT,51,496.0,2017,1,Delayed
EV,5,SDF,100,30.0,2017,1,Normal
EV,5,IND,52,31.0,2017,1,Normal
EV,5,ECP,35,36.0,2017,1,Normal
EV,5,DSM,33,118.0,2017,1,Delayed
AS,2,SEA,101,22.0,2017,1,Normal
AS,2,SEA,101,26.0,2017,1,Normal
OO,10,DTW,34,32.0,2017,1,Normal
OO,10,TUS,114,15.0,2017,1,Normal
OO,10,ORF,84,87.0,2017,1,Delayed
OO,10,TUS,114,110.0,2017,1,Delayed
OO,10,PSP,91,26.0,2017,1,Normal
OO,10,PSP,91,59.0,2017,1,Normal
OO,10,SLC,107,93.0,2017,1,Delayed
OO,10,COS,24,30.0,2017,1,Normal
OO,10,ABQ,0,25.0,2017,1,Normal
F9,6,DEN,30,28.0,2017,1,Normal
OO,10,MSP,75,72.0,2017,1,Delayed
EV,5,CMH,23,32.0,2017,1,Normal
EV,5,BTR,14,264.0,2017,1,Delayed
EV,5,MOB,74,82.0,2017,1,Delayed
EV,5,XNA,117,422.0,2017,1,Delayed
UA,11,DEN,30,53.0,2017,1,Normal
UA,11,ORD,83,38.0,2017,1,Delayed
UA,11,FLL,39,95.0,2017,1,Delayed
UA,11,LAX,58,26.0,2017,1,Normal
UA,11,TUL,113,56.0,2017,1,Delayed
UA,11,HNL,46,36.0,2017,1,Normal
UA,11,SFO,102,23.0,2017,1,Normal
UA,11,SFO,102,27.0,2017,1,Normal
UA,11,SAT,98,99.0,2017,1,Delayed
UA,11,DEN,30,34.0,2017,1,Normal
UA,11,EWR,38,81.0,2017,1,Delayed
UA,11,DEN,30,28.0,2017,1,Normal
UA,11,DFW,31,92.0,2017,1,Delayed
UA,11,EWR,38,132.0,2017,1,Delayed
UA,11,DEN,30,40.0,2017,1,Delayed
UA,11,LAX,58,37.0,2017,1,Normal
UA,11,MSY,76,60.0,2017,1,Delayed
UA,11,SFO,102,15.0,2017,1,Normal
UA,11,DFW,31,247.0,2017,1,Delayed
UA,11,AUS,7,52.0,2017,1,Delayed
UA,11,LAX,58,37.0,2017,1,Normal
UA,11,SNA,109,172.0,2017,1,Delayed
UA,11,LAX,58,21.0,2017,1,Normal
UA,11,SMF,108,185.0,2017,1,Delayed
UA,11,SNA,109,16.0,2017,1,Normal
UA,11,SAT,98,61.0,2017,1,Delayed
UA,11,ORD,83,128.0,2017,1,Delayed
UA,11,LGA,63,44.0,2017,1,Delayed
UA,11,LAX,58,176.0,2017,1,Delayed
UA,11,MIA,71,62.0,2017,1,Delayed
UA,11,LAX,58,152.0,2017,1,Delayed
UA,11,SEA,101,115.0,2017,1,Delayed
UA,11,LAX,58,260.0,2017,1,Delayed
UA,11,LAX,58,41.0,2017,1,Normal
UA,11,SJU,106,84.0,2017,1,Delayed
UA,11,SFO,102,58.0,2017,1,Delayed
UA,11,SAN,97,133.0,2017,1,Delayed
UA,11,SAN,97,70.0,2017,1,Normal
UA,11,LAX,58,243.0,2017,1,Delayed
UA,11,PBI,85,119.0,2017,1,Delayed
UA,11,SEA,101,56.0,2017,1,Delayed
DL,4,SLC,107,69.0,2017,1,Delayed
EV,5,CRP,25,55.0,2017,1,Delayed
EV,5,CAE,17,255.0,2017,1,Delayed
OO,10,OKC,80,183.0,2017,1,Delayed
OO,10,DFW,31,102.0,2017,1,Delayed
EV,5,HOB,47,320.0,2017,1,Delayed
EV,5,SHV,104,236.0,2017,1,Delayed
EV,5,LIT,64,189.0,2017,1,Delayed
EV,5,BRO,13,113.0,2017,1,Delayed
NK,8,DEN,30,103.0,2017,1,Delayed
EV,5,MLU,73,201.0,2017,1,Delayed
EV,5,ELP,37,41.0,2017,1,Normal
EV,5,COS,24,30.0,2017,1,Normal
NK,8,LAS,57,23.0,2017,1,Normal
NK,8,LAS,57,91.0,2017,1,Delayed
NK,8,LAX,58,19.0,2017,1,Normal
NK,8,TPA,112,74.0,2017,1,Delayed
NK,8,LAX,58,54.0,2017,1,Normal
OO,10,MSP,75,38.0,2017,1,Normal
OO,10,COS,24,158.0,2017,1,Delayed
OO,10,ASE,5,100.0,2017,1,Delayed
OO,10,TUS,114,16.0,2017,1,Normal
OO,10,PSP,91,170.0,2017,1,Delayed
OO,10,PSP,91,22.0,2017,1,Normal
OO,10,SLC,107,319.0,2017,1,Delayed
OO,10,CVG,27,83.0,2017,1,Delayed
OO,10,COS,24,175.0,2017,1,Delayed
OO,10,ABQ,0,67.0,2017,1,Delayed
OO,10,CRP,25,701.0,2017,1,Delayed
OO,10,OKC,80,217.0,2017,1,Delayed
OO,10,ASE,5,70.0,2017,1,Normal
OO,10,BNA,10,46.0,2017,1,Delayed
EV,5,MFE,70,37.0,2017,1,Normal
EV,5,SHV,104,166.0,2017,1,Delayed
EV,5,SAV,99,236.0,2017,1,Delayed
EV,5,MOB,74,295.0,2017,1,Delayed
EV,5,BTR,14,63.0,2017,1,Delayed
EV,5,ABQ,0,25.0,2017,1,Normal
EV,5,AMA,3,19.0,2017,1,Normal
EV,5,MOB,74,54.0,2017,1,Delayed
EV,5,MFE,70,52.0,2017,1,Delayed
EV,5,MAF,66,27.0,2017,1,Normal
NK,8,DEN,30,43.0,2017,1,Normal
AA,1,MIA,71,108.0,2017,1,Delayed
EV,5,XNA,117,18.0,2017,1,Normal
EV,5,MLU,73,41.0,2017,1,Delayed
EV,5,SHV,104,23.0,2017,1,Normal
EV,5,LRD,65,18.0,2017,1,Normal
EV,5,PNS,90,44.0,2017,1,Normal
EV,5,STL,110,57.0,2017,1,Delayed
NK,8,LAS,57,81.0,2017,1,Normal
NK,8,LAX,58,29.0,2017,1,Normal
NK,8,TPA,112,106.0,2017,1,Delayed
NK,8,LAX,58,50.0,2017,1,Delayed
AA,1,CLT,22,56.0,2017,1,Delayed
AA,1,CLT,22,171.0,2017,1,Delayed
DL,4,ATL,6,50.0,2017,1,Delayed
AA,1,MIA,71,1073.0,2017,1,Delayed
EV,5,GPT,40,53.0,2017,1,Delayed
EV,5,MAF,66,63.0,2017,1,Normal
EV,5,TUL,113,247.0,2017,1,Delayed
EV,5,MTJ,77,30.0,2017,1,Normal
EV,5,XNA,117,272.0,2017,1,Delayed
EV,5,LBB,59,36.0,2017,1,Normal
EV,5,ELP,37,27.0,2017,1,Normal
UA,11,MEM,69,20.0,2017,1,Normal
UA,11,PHX,88,45.0,2017,1,Delayed
UA,11,IAD,50,46.0,2017,1,Delayed
UA,11,ORD,83,48.0,2017,1,Delayed
UA,11,LAX,58,408.0,2017,1,Delayed
UA,11,MIA,71,135.0,2017,1,Delayed
UA,11,LAS,57,104.0,2017,1,Delayed
UA,11,SEA,101,21.0,2017,1,Normal
UA,11,HNL,46,25.0,2017,1,Normal
UA,11,MSY,76,100.0,2017,1,Delayed
UA,11,DFW,31,132.0,2017,1,Delayed
UA,11,SFO,102,31.0,2017,1,Normal
UA,11,SAN,97,73.0,2017,1,Delayed
UA,11,MIA,71,242.0,2017,1,Delayed
UA,11,DEN,30,71.0,2017,1,Delayed
UA,11,ORD,83,250.0,2017,1,Delayed
UA,11,SAT,98,130.0,2017,1,Delayed
UA,11,DEN,30,78.0,2017,1,Delayed
UA,11,EWR,38,36.0,2017,1,Normal
UA,11,IAD,50,66.0,2017,1,Delayed
UA,11,SNA,109,110.0,2017,1,Delayed
UA,11,EWR,38,62.0,2017,1,Delayed
UA,11,DEN,30,133.0,2017,1,Delayed
UA,11,IND,52,36.0,2017,1,Normal
UA,11,EWR,38,58.0,2017,1,Delayed
UA,11,LAX,58,36.0,2017,1,Normal
UA,11,SFO,102,62.0,2017,1,Delayed
UA,11,ORD,83,155.0,2017,1,Delayed
UA,11,BOS,12,87.0,2017,1,Delayed
UA,11,MIA,71,59.0,2017,1,Delayed
UA,11,LAX,58,29.0,2017,1,Normal
UA,11,EWR,38,32.0,2017,1,Normal
UA,11,SNA,109,37.0,2017,1,Delayed
UA,11,MSY,76,189.0,2017,1,Delayed
UA,11,DEN,30,28.0,2017,1,Normal
UA,11,SAN,97,20.0,2017,1,Normal
UA,11,SMF,108,219.0,2017,1,Delayed
UA,11,AUS,7,70.0,2017,1,Delayed
UA,11,ORD,83,181.0,2017,1,Delayed
UA,11,AUS,7,183.0,2017,1,Delayed
UA,11,LAX,58,29.0,2017,1,Normal
UA,11,RSW,96,25.0,2017,1,Normal
UA,11,SFO,102,58.0,2017,1,Delayed
UA,11,MIA,71,329.0,2017,1,Delayed
UA,11,SNA,109,60.0,2017,1,Normal
UA,11,LAS,57,35.0,2017,1,Normal
UA,11,MCO,68,99.0,2017,1,Delayed
UA,11,DEN,30,64.0,2017,1,Delayed
UA,11,MCO,68,92.0,2017,1,Delayed
UA,11,LAS,57,55.0,2017,1,Normal
UA,11,TPA,112,34.0,2017,1,Normal
UA,11,SEA,101,47.0,2017,1,Delayed
UA,11,SMF,108,59.0,2017,1,Delayed
UA,11,TPA,112,56.0,2017,1,Delayed
UA,11,LAX,58,116.0,2017,1,Delayed
UA,11,SEA,101,91.0,2017,1,Delayed
UA,11,SFO,102,33.0,2017,1,Normal
UA,11,LAX,58,108.0,2017,1,Delayed
UA,11,SFO,102,207.0,2017,1,Delayed
UA,11,EWR,38,111.0,2017,1,Delayed
UA,11,PDX,86,60.0,2017,1,Delayed
UA,11,SJU,106,32.0,2017,1,Normal
UA,11,PDX,86,31.0,2017,1,Normal
UA,11,LAS,57,34.0,2017,1,Normal
UA,11,BOS,12,86.0,2017,1,Delayed
UA,11,LAX,58,181.0,2017,1,Delayed
UA,11,SJC,105,30.0,2017,1,Normal
UA,11,DEN,30,55.0,2017,1,Delayed
UA,11,PBI,85,79.0,2017,1,Delayed
UA,11,SFO,102,175.0,2017,1,Delayed
UA,11,SAT,98,29.0,2017,1,Normal
UA,11,FLL,39,399.0,2017,1,Delayed
AA,1,DFW,31,77.0,2017,1,Delayed
EV,5,ICT,51,41.0,2017,1,Normal
EV,5,TYS,115,82.0,2017,1,Delayed
EV,5,HRL,48,56.0,2017,1,Normal
EV,5,CMH,23,73.0,2017,1,Delayed
EV,5,CRP,25,35.0,2017,1,Normal
EV,5,CAE,17,198.0,2017,1,Delayed
AA,1,PHX,88,41.0,2017,1,Normal
AA,1,MIA,71,69.0,2017,1,Delayed
F9,6,LAS,57,196.0,2017,1,Delayed
F9,6,DEN,30,458.0,2017,1,Delayed
EV,5,CLE,20,65.0,2017,1,Delayed
EV,5,LEX,61,96.0,2017,1,Delayed
EV,5,BNA,10,40.0,2017,1,Normal
EV,5,MEM,69,43.0,2017,1,Normal
EV,5,LBB,59,85.0,2017,1,Delayed
EV,5,DSM,33,21.0,2017,1,Normal
EV,5,TUS,114,15.0,2017,1,Normal
EV,5,ELP,37,79.0,2017,1,Delayed
AA,1,CLT,22,47.0,2017,1,Delayed
EV,5,MSP,75,30.0,2017,1,Normal
EV,5,TYS,115,53.0,2017,1,Delayed
EV,5,CLE,20,108.0,2017,1,Delayed
EV,5,BNA,10,43.0,2017,1,Normal
EV,5,LBB,59,358.0,2017,1,Delayed
EV,5,TUS,114,31.0,2017,1,Normal
EV,5,LIT,64,40.0,2017,1,Normal
AA,1,DFW,31,55.0,2017,1,Normal
AS,2,SEA,101,135.0,2017,1,Delayed
AS,2,SEA,101,21.0,2017,1,Normal
AA,1,PHX,88,131.0,2017,1,Delayed
AA,1,PHX,88,612.0,2017,1,Delayed
AA,1,MIA,71,265.0,2017,1,Delayed
EV,5,DTW,34,86.0,2017,1,Delayed
F9,6,DEN,30,106.0,2017,1,Delayed
F9,6,DEN,30,27.0,2017,1,Normal
UA,11,FLL,39,116.0,2017,1,Delayed
UA,11,MFE,70,213.0,2017,1,Delayed
UA,11,PHX,88,50.0,2017,1,Delayed
UA,11,IAD,50,486.0,2017,1,Delayed
UA,11,MCO,68,41.0,2017,1,Delayed
UA,11,DEN,30,36.0,2017,1,Normal
UA,11,ORD,83,47.0,2017,1,Delayed
UA,11,FLL,39,56.0,2017,1,Delayed
UA,11,MIA,71,35.0,2017,1,Normal
UA,11,LAS,57,33.0,2017,1,Normal
UA,11,SEA,101,43.0,2017,1,Delayed
UA,11,HNL,46,81.0,2017,1,Delayed
UA,11,MSY,76,49.0,2017,1,Delayed
UA,11,SJU,106,20.0,2017,1,Normal
UA,11,SFO,102,88.0,2017,1,Delayed
UA,11,SFO,102,251.0,2017,1,Delayed
UA,11,SFO,102,39.0,2017,1,Normal
UA,11,MIA,71,235.0,2017,1,Delayed
UA,11,DEN,30,37.0,2017,1,Normal
UA,11,ORD,83,112.0,2017,1,Delayed
AA,1,CLT,22,127.0,2017,1,Delayed
AA,1,MIA,71,193.0,2017,1,Delayed
AA,1,MIA,71,164.0,2017,1,Delayed
AA,1,MIA,71,413.0,2017,1,Delayed
EV,5,GPT,40,25.0,2017,1,Normal
EV,5,MAF,66,141.0,2017,1,Delayed
EV,5,MCI,67,147.0,2017,1,Delayed
EV,5,AEX,1,15.0,2017,1,Normal
UA,11,EWR,38,431.0,2017,1,Delayed
UA,11,IAD,50,63.0,2017,1,Delayed
UA,11,SAT,98,79.0,2017,1,Delayed
UA,11,SNA,109,70.0,2017,1,Delayed
UA,11,EWR,38,119.0,2017,1,Delayed
UA,11,IND,52,198.0,2017,1,Delayed
UA,11,MSY,76,71.0,2017,1,Delayed
UA,11,EWR,38,262.0,2017,1,Delayed
UA,11,SFO,102,245.0,2017,1,Delayed
UA,11,MIA,71,76.0,2017,1,Delayed
UA,11,MIA,71,317.0,2017,1,Delayed
UA,11,LAX,58,48.0,2017,1,Delayed
UA,11,EWR,38,114.0,2017,1,Delayed
UA,11,DEN,30,50.0,2017,1,Delayed
UA,11,ORD,83,19.0,2017,1,Normal
UA,11,AUS,7,67.0,2017,1,Delayed
UA,11,FLL,39,160.0,2017,1,Delayed
UA,11,EGE,36,34.0,2017,1,Normal
UA,11,SJU,106,27.0,2017,1,Normal
UA,11,FLL,39,46.0,2017,1,Normal
UA,11,SLC,107,45.0,2017,1,Delayed
UA,11,MCI,67,102.0,2017,1,Delayed
UA,11,SFO,102,365.0,2017,1,Delayed
UA,11,MIA,71,62.0,2017,1,Delayed
UA,11,SNA,109,42.0,2017,1,Normal
UA,11,DEN,30,119.0,2017,1,Delayed
UA,11,SLC,107,32.0,2017,1,Normal
UA,11,MCO,68,28.0,2017,1,Normal
UA,11,SEA,101,116.0,2017,1,Delayed
UA,11,TPA,112,46.0,2017,1,Delayed
UA,11,SEA,101,36.0,2017,1,Normal
UA,11,PHX,88,67.0,2017,1,Delayed
UA,11,SFO,102,163.0,2017,1,Delayed
UA,11,LAX,58,98.0,2017,1,Delayed
UA,11,TPA,112,58.0,2017,1,Delayed
UA,11,ORD,83,38.0,2017,1,Normal
UA,11,SFO,102,224.0,2017,1,Delayed
UA,11,BWI,15,52.0,2017,1,Delayed
UA,11,PHX,88,128.0,2017,1,Delayed
UA,11,SAN,97,73.0,2017,1,Delayed
UA,11,PHX,88,76.0,2017,1,Delayed
UA,11,HDN,45,28.0,2017,1,Normal
UA,11,SJU,106,78.0,2017,1,Delayed
UA,11,SAN,97,109.0,2017,1,Delayed
UA,11,LAS,57,118.0,2017,1,Delayed
UA,11,LAX,58,232.0,2017,1,Delayed
UA,11,SFO,102,106.0,2017,1,Delayed
UA,11,SEA,101,39.0,2017,1,Normal
UA,11,MCO,68,66.0,2017,1,Delayed
AA,1,DFW,31,472.0,2017,1,Delayed
EV,5,RIC,94,31.0,2017,1,Normal
OO,10,SLC,107,42.0,2017,1,Normal
OO,10,COS,24,43.0,2017,1,Normal
OO,10,ASE,5,47.0,2017,1,Normal
OO,10,CVG,27,31.0,2017,1,Normal
OO,10,ABQ,0,34.0,2017,1,Normal
OO,10,AUS,7,35.0,2017,1,Normal
OO,10,ASE,5,39.0,2017,1,Normal
OO,10,BNA,10,39.0,2017,1,Delayed
DL,4,ATL,6,180.0,2017,1,Delayed
DL,4,ATL,6,391.0,2017,1,Delayed
DL,4,ATL,6,308.0,2017,1,Delayed
DL,4,ATL,6,113.0,2017,1,Delayed
EV,5,BTR,14,49.0,2017,1,Delayed
EV,5,ABQ,0,18.0,2017,1,Normal
AA,1,DFW,31,59.0,2017,1,Delayed
EV,5,MOB,74,224.0,2017,1,Delayed
NK,8,SAN,97,69.0,2017,1,Delayed
NK,8,MCO,68,23.0,2017,1,Normal
NK,8,FLL,39,313.0,2017,1,Delayed
NK,8,DTW,34,60.0,2017,1,Delayed
AA,1,CLT,22,41.0,2017,1,Normal
EV,5,LFT,62,118.0,2017,1,Delayed
EV,5,MLU,73,102.0,2017,1,Delayed
EV,5,OKC,80,336.0,2017,1,Delayed
EV,5,COS,24,38.0,2017,1,Normal
EV,5,LFT,62,79.0,2017,1,Delayed
EV,5,GSP,43,23.0,2017,1,Normal
NK,8,LAS,57,130.0,2017,1,Delayed
NK,8,TPA,112,40.0,2017,1,Delayed
NK,8,LAX,58,144.0,2017,1,Delayed
OO,10,SLC,107,21.0,2017,1,Normal
OO,10,COS,24,63.0,2017,1,Delayed
OO,10,ASE,5,44.0,2017,1,Normal
OO,10,DTW,34,28.0,2017,1,Normal
DL,4,ATL,6,291.0,2017,1,Delayed
EV,5,SHV,104,145.0,2017,1,Delayed
EV,5,CMH,23,44.0,2017,1,Normal
EV,5,SHV,104,90.0,2017,1,Delayed
EV,5,LIT,64,29.0,2017,1,Normal
EV,5,JAN,54,79.0,2017,1,Delayed
EV,5,MAF,66,60.0,2017,1,Delayed
EV,5,HSV,49,208.0,2017,1,Delayed
NK,8,BWI,15,26.0,2017,1,Normal
NK,8,DTW,34,279.0,2017,1,Delayed
EV,5,GPT,40,341.0,2017,1,Delayed
EV,5,CHS,19,76.0,2017,1,Delayed
EV,5,LFT,62,42.0,2017,1,Delayed
EV,5,OMA,81,48.0,2017,1,Delayed
EV,5,LIT,64,16.0,2017,1,Normal
EV,5,ELP,37,41.0,2017,1,Normal
EV,5,STL,110,62.0,2017,1,Delayed
NK,8,LAS,57,61.0,2017,1,Delayed
NK,8,LAS,57,76.0,2017,1,Delayed
DL,4,ATL,6,105.0,2017,1,Delayed
EV,5,CMH,23,97.0,2017,1,Delayed
EV,5,CLE,20,85.0,2017,1,Delayed
EV,5,MOB,74,125.0,2017,1,Delayed
EV,5,LRD,65,78.0,2017,1,Delayed
EV,5,BRO,13,304.0,2017,1,Delayed
EV,5,CLE,20,45.0,2017,1,Delayed
EV,5,MKE,72,72.0,2017,1,Delayed
EV,5,CHS,19,26.0,2017,1,Normal
AA,1,DFW,31,27.0,2017,1,Normal
EV,5,LFT,62,291.0,2017,1,Delayed
EV,5,CMH,23,68.0,2017,1,Delayed
EV,5,MAF,66,68.0,2017,1,Delayed
AA,1,PHX,88,106.0,2017,1,Delayed
UA,11,MEM,69,91.0,2017,1,Delayed
UA,11,IAD,50,57.0,2017,1,Delayed
UA,11,MCO,68,104.0,2017,1,Delayed
UA,11,ORD,83,70.0,2017,1,Delayed
UA,11,FLL,39,56.0,2017,1,Delayed
UA,11,MIA,71,88.0,2017,1,Delayed
UA,11,LAS,57,59.0,2017,1,Delayed
UA,11,SFO,102,126.0,2017,1,Delayed
UA,11,SFO,102,175.0,2017,1,Delayed
UA,11,SFO,102,31.0,2017,1,Normal
UA,11,ORD,83,475.0,2017,1,Delayed
UA,11,DEN,30,83.0,2017,1,Delayed
UA,11,MSY,76,62.0,2017,1,Delayed
UA,11,EWR,38,50.0,2017,1,Delayed
UA,11,DFW,31,51.0,2017,1,Delayed
UA,11,IAD,50,50.0,2017,1,Delayed
UA,11,SAT,98,44.0,2017,1,Delayed
UA,11,ORD,83,39.0,2017,1,Normal
UA,11,DEN,30,95.0,2017,1,Delayed
UA,11,IND,52,234.0,2017,1,Delayed
UA,11,EWR,38,357.0,2017,1,Delayed
UA,11,PHX,88,233.0,2017,1,Delayed
UA,11,SFO,102,57.0,2017,1,Delayed
UA,11,DFW,31,142.0,2017,1,Delayed
UA,11,BOS,12,38.0,2017,1,Delayed
UA,11,PHL,87,120.0,2017,1,Delayed
UA,11,EWR,38,100.0,2017,1,Normal
UA,11,MSY,76,60.0,2017,1,Delayed
UA,11,SMF,108,72.0,2017,1,Delayed
UA,11,SNA,109,18.0,2017,1,Normal
UA,11,DFW,31,179.0,2017,1,Delayed
UA,11,EGE,36,64.0,2017,1,Normal
UA,11,LGA,63,66.0,2017,1,Delayed
UA,11,OMA,81,86.0,2017,1,Delayed
UA,11,FLL,39,77.0,2017,1,Normal
UA,11,AUS,7,297.0,2017,1,Delayed
UA,11,BWI,15,341.0,2017,1,Delayed
UA,11,MCI,67,160.0,2017,1,Delayed
UA,11,RSW,96,143.0,2017,1,Delayed
UA,11,SFO,102,255.0,2017,1,Delayed
UA,11,EWR,38,59.0,2017,1,Normal
UA,11,DEN,30,238.0,2017,1,Delayed
UA,11,SFO,102,121.0,2017,1,Delayed
UA,11,LAS,57,100.0,2017,1,Delayed
UA,11,LAS,57,139.0,2017,1,Delayed
UA,11,TPA,112,52.0,2017,1,Delayed
UA,11,LAX,58,91.0,2017,1,Delayed
UA,11,SEA,101,48.0,2017,1,Delayed
UA,11,SFO,102,279.0,2017,1,Delayed
UA,11,LAX,58,39.0,2017,1,Delayed
UA,11,ORD,83,141.0,2017,1,Delayed
UA,11,SFO,102,353.0,2017,1,Delayed
UA,11,EWR,38,34.0,2017,1,Normal
UA,11,PDX,86,148.0,2017,1,Delayed
UA,11,SJU,106,62.0,2017,1,Delayed
UA,11,SAN,97,85.0,2017,1,Delayed
UA,11,PDX,86,478.0,2017,1,Delayed
UA,11,SNA,109,77.0,2017,1,Delayed
UA,11,LGA,63,42.0,2017,1,Normal
UA,11,DEN,30,126.0,2017,1,Delayed
UA,11,ORD,83,74.0,2017,1,Delayed
UA,11,SFO,102,307.0,2017,1,Delayed
UA,11,EWR,38,51.0,2017,1,Delayed
AA,1,CLT,22,20.0,2017,1,Normal
EV,5,CRW,26,33.0,2017,1,Normal
EV,5,STL,110,34.0,2017,1,Normal
EV,5,SDF,100,57.0,2017,1,Delayed
EV,5,PNS,90,41.0,2017,1,Delayed
EV,5,GRK,41,95.0,2017,1,Delayed
EV,5,ECP,35,428.0,2017,1,Delayed
EV,5,TYS,115,22.0,2017,1,Normal
AA,1,CLT,22,218.0,2017,1,Delayed
EV,5,CLE,20,15.0,2017,1,Normal
UA,11,LAX,58,85.0,2017,1,Delayed
UA,11,LAS,57,89.0,2017,1,Delayed
UA,11,HNL,46,43.0,2017,1,Delayed
UA,11,MSY,76,62.0,2017,1,Delayed
UA,11,SFO,102,203.0,2017,1,Delayed
UA,11,MFE,70,57.0,2017,1,Delayed
UA,11,DEN,30,228.0,2017,1,Delayed
UA,11,DEN,30,93.0,2017,1,Delayed
UA,11,DEN,30,223.0,2017,1,Delayed
UA,11,DFW,31,57.0,2017,1,Delayed
UA,11,EWR,38,411.0,2017,1,Delayed
UA,11,DEN,30,90.0,2017,1,Delayed
UA,11,PHX,88,112.0,2017,1,Delayed
UA,11,SFO,102,38.0,2017,1,Normal
UA,11,MIA,71,132.0,2017,1,Delayed
UA,11,ORD,83,123.0,2017,1,Delayed
UA,11,BOS,12,202.0,2017,1,Delayed
UA,11,DCA,29,38.0,2017,1,Normal
UA,11,DEN,30,25.0,2017,1,Normal
AA,1,DFW,31,49.0,2017,1,Delayed
F9,6,DEN,30,190.0,2017,1,Delayed
UA,11,SMF,108,48.0,2017,1,Delayed
UA,11,BOS,12,53.0,2017,1,Delayed
UA,11,LGA,63,142.0,2017,1,Delayed
UA,11,AUS,7,77.0,2017,1,Delayed
UA,11,MCI,67,50.0,2017,1,Delayed
UA,11,SFO,102,123.0,2017,1,Delayed
UA,11,DEN,30,117.0,2017,1,Delayed
UA,11,TPA,112,39.0,2017,1,Delayed
UA,11,AUS,7,83.0,2017,1,Delayed
UA,11,SEA,101,56.0,2017,1,Delayed
UA,11,PHX,88,59.0,2017,1,Delayed
UA,11,SFO,102,154.0,2017,1,Delayed
UA,11,LAX,58,191.0,2017,1,Delayed
UA,11,SFO,102,34.0,2017,1,Normal
UA,11,SAT,98,187.0,2017,1,Delayed
UA,11,LAX,58,204.0,2017,1,Delayed
UA,11,ORD,83,138.0,2017,1,Delayed
UA,11,SFO,102,25.0,2017,1,Normal
UA,11,SEA,101,36.0,2017,1,Normal
UA,11,BOS,12,38.0,2017,1,Normal
AA,1,CLT,22,47.0,2017,1,Delayed
AA,1,CLT,22,78.0,2017,1,Delayed
AA,1,DFW,31,38.0,2017,1,Normal
AA,1,MIA,71,44.0,2017,1,Delayed
EV,5,GPT,40,98.0,2017,1,Delayed
EV,5,CLE,20,41.0,2017,1,Delayed
EV,5,JAN,54,386.0,2017,1,Delayed
EV,5,CRP,25,50.0,2017,1,Delayed
OO,10,TUS,114,37.0,2017,1,Normal
OO,10,ORF,84,35.0,2017,1,Normal
OO,10,SLC,107,18.0,2017,1,Normal
OO,10,COS,24,193.0,2017,1,Delayed
OO,10,BTR,14,82.0,2017,1,Delayed
OO,10,DTW,34,110.0,2017,1,Delayed
EV,5,CLE,20,104.0,2017,1,Delayed
EV,5,ICT,51,45.0,2017,1,Delayed
EV,5,RIC,94,36.0,2017,1,Normal
OO,10,DTW,34,29.0,2017,1,Normal
EV,5,SHV,104,136.0,2017,1,Delayed
EV,5,HOB,47,55.0,2017,1,Delayed
EV,5,SHV,104,117.0,2017,1,Delayed
NK,8,DTW,34,190.0,2017,1,Delayed
EV,5,AMA,3,98.0,2017,1,Delayed
EV,5,HSV,49,1330.0,2017,1,Delayed
EV,5,MKE,72,20.0,2017,1,Normal
EV,5,GSP,43,22.0,2017,1,Normal
NK,8,TPA,112,47.0,2017,1,Normal
AS,2,SEA,101,20.0,2017,1,Normal
AS,2,SEA,101,21.0,2017,1,Normal
NK,8,DEN,30,155.0,2017,1,Delayed
EV,5,HSV,49,39.0,2017,1,Delayed
EV,5,OMA,81,57.0,2017,1,Delayed
EV,5,MKE,72,57.0,2017,1,Delayed
NK,8,LAS,57,58.0,2017,1,Delayed
